אֵב	ev
קִבֵּל	kibel
קַבָּלָה	kabala
קַבָּלוֹת	kabalot
קַבְּצָן	kabtzan
קָבַר	kavar
קֶבֶר	kever
קִבֹּרֶת	qiboret
קָדוּם	kadum
קָדוֹשׁ	kadosh
קִדּוּשׁ	kidush
קִדּוּשׁ	kidush
קַדַּחַת	kadakhat
קָדִימָה	kadima
קַדִּישׁ	kadish
קָדַם	kadam
קְדַם־	kdam-
קֶדֶם	kedem
קִדֵּם	kidem
קֹדֶם	kodem
קִדְמִי	kidmi
קָדְקֹד	kodkod
קָדֵשׁ	kadesh
קִדֵּשׁ	kidesh
קֹדֶשׁ	kodesh
קֻדַּשׁ	kudash
קֻדַּשׁ	kudesh
קְדֻשָּׁה	kdusha
קַדְּשֵׁנוּ	kadshenu
קִדַּשְׁנוּ	kidashnu
קִדְּשָׁנוּ	kidshanu
קַהְוָה, קַהֲוָה	kahva, kahava
קָהִיר	kahir
קָהָל	qahal
קְהִלָּה	khila
קֹהֶלֶת	kohelet
קַו	kav
קוֹאוֹפֵּרָטִיב	kooperativ
קוֹאָלִיצְיָה	koalitsya
קוּגֶל	kugel
קוֹדֵחַ	qodeakh
קִוָּה	kiva
קְווִידִיץ׳	kwidich
קוֹטֶג׳	kotej
קוֹל	kol
קוּל	kul
קוֹלוֹת	kolot
קוֹלְחוֹז	kolkhoz
קוֹלָן	kolan
קוֹלְנוֹעַ	kolnoa
קוֹלָנִי	kolani
קוֹל צָף	kol tsaf
קוֹל קוֹרֵא	kol kore
קוּם	kum
קוֹמְבִּינָה	kombina
קוֹמָה	koma
קוּמוּלוּס	kumulus
קוּמְזִיץ	kumzits
קוֹנְדּוֹם	kondom
קוֹנְדּוֹמִים	kondomim
קוֹנְדִיטוֹר	konditor
קְוַנְט	kvant
קוֹנְסְפִּירָצְיָה	konspiratsya
קוֹנְסֶרְבָטִיבִי	konservativi
קוֹנְסֶרְבָטִיבִית	konservatit
קוֹסֵם	kosem
קוֹסְמוֹלוֹגְיָה	kosmologia
קוֹף	kof
קוּ״ף	kuf
קוּף	kuf
קוּפִּידוֹן	kupidon
קוֹפִים	kofim
קוֹץ	qotz
קוֹצֵר	kotser
קוּקוּ	kuku
קוּקִית	kokit
קוּר	kur
קו רוחב	kav rokhav
קוֹרֵיאָה	korea
קוּרְס	kurs
קִזּוּז	kizuz
קָט	kat
קִטֵּב	kitev
קֹטֶב	kotev
קָטְבִּי	kotbi
קָטֵגוֹרְיָה	kategorya
קָטִיל	katil, qatil
קְטִילָה	ktila
קָטַל	katal
קֶטֶל	ketel
קִטֵּל	kitel
קֹטֶל	kotel, qotel
קִטְלֵג	kitleg
קֻטְלַג	kutlag
קְטֵלָה	ktela, qtela
קְטֻלָּה	ktula, qtulla
קִטָּלוֹן	kitalon, qittalon
קִטְלוֹן	kitlon, qitlon
קְטַלְטַל	ktaltal, qtaltal
קַטְלָנִי	katlani
קָטָן	katan
קָטֹן	katon
קְטַנְטַן	ktantan
קָטַנְצִ׳יק	katanchik
קָטַף	kataf
קֹטֶר	koter
קָטָר	qatar
קִטֵּר	qiter
קֹטֶר	qoter
קִיֶב	kiyev
קִיבּוּץ	kibutz
קִיבּוּצְנִיק	kibutznik
קִיּוּם	kiyum
קַיְטָנָה	kaitana
קִילוֹמֶטֶר	kilometer
קַיָּם	kayam
קִיֵּם	kiyem
קִיֵּם יַחֲסֵי מִין	kiyem yakhasei min
קַיִן	kayin
קַיִץ	kayits
קֵיצִים	kayitsim
קִיר	kir
קֵל	kel
קַל	qal
קֹל	qol
קַל דַּעַת	kal daat
קַלָּה	kala
קָלָה	qala
קַלּוּ	kalu
קֹלוֹ	kolo
קַלּוֹת	qalot
קַלּוּת	qalut
קָלַח	kalakh
קָלַט	kalat
קָלִיגְרָפְיָה	kaligrafya
קְלִיד	klid
קְלִיפּ	klip
קְלִיפָה	klifa
קְלִיק	klik
קֹלְךָ	kolcha
קְלָלָה	klala
קֻלְמוּס	kulmus
קַלְמָר	kalmar
קַלְמָרִין	kalmarin
קָלַף	kalaf
קְלָף	klaf
קְלִפָּה	klipa
קִלְקֵל	kilkel
קָם	kam
קֶמַח	kemakh
קָמָץ	kamats
קֵן	ken
קַנָּא	kana, qanna
קִנֵּא	kine
קִנֵּא	kine
קִנְאָה	kina
קַנָּאוּת	kanaut
קְנָאוֹת	knaot
קַנָאִי	kanai
קָנָדָּה	kanada
קָנָה	kana
קָנֶה	kane
קִנּוּחַ	kinuach
קִנֵּחַ	kineach
קִנְטֵר	qinter
קֻנְטַר	quntar
קֶנְיָה	kenya
קְנִיָּה	kniya
קַנְיוֹן	kanyon
קִנִּים	kinim
קְנִישׁ	knish
קִנָּמוֹן	kinamon
קִנָּמוֹן	kinamon
קָסָאם	kasam
קַסְדָּה	kasda
קָסוּם	kasum
קְסִילוֹפוֹן	ksilofon
קֶסֶם	kesem
קֶסֶת	keset
קַעֲקַע	kaaka
קִעְקֵעַ	lt--israeli native says kiakea, niqqud say niekea--gt
קְעָרָה	qearah
קַעֲרִית	qaarit
קָפָא	kafa
קָפָּא	kappa
קִפָּאוֹן	kipaon
קָפֶה	kafe
קָפֶה הָפוּךְ	kafe hafukh
קָפֶה נָמֵס	kafe names
קָפֶה קָפוּא	kafeh kafu
קַפוּצִ׳ינוֹ	kapuchino
קִפֵּל	kipel
קֻפְסָה	qufsa
קָפַץ	kafats
קַפְרִיסָאִי	kafrisai
קַפְרִיסִין	qafrisin
קֵץ	kets
קָצוּץ	katsuts
קִצּוּץ	qitsuts
קִצּוּר	kitsur
קִצּוּר־דֶּרֶךְ	kitsur-derekh
קְצִיצָה	ktsitsa
קְצִיצוֹת	ktsitsot
קֶצֶף	ketsef
קְצֶפֶת	ktzefet
קָצָר	katsar
קִצֵּר	kitser
קֹצֶר	kotser
קֻצַּר	kutsar
קְצַרְצַר	ktsartsar
קְצָת	ktsat
קָקָאוֹ	kakao
קק״ל	kkl
קַר	kar
קֹר	kor
קָרָא	kara
קָרָא	qara
קָרָאִי	karai
קִרְאֶן	kiren
קֻרְאָן	kuran  koran
קָרַב	karav
קְרָב	krav
קְרַב אִגְרוּף	krav igruf
קָרְבָּן	korban
קָרְבָּנוֹת	korbanot
קְרַב רַב	krav rav
קָרָה	qara
קָרוּא	karu
קָרוֹב	karov
קְרוֹבָה	krova
קְרוֹבוֹת	krovot
קָרָוָן	qaravan
קֶרַח	kerakh
קֵרֵחַ	kereakh
קֹרַח	korakh
קַרְחוֹן	karkhon
קַרְחִי	karkhi
קָרִיא	kari
קִרְיָה	kirya
קְרִיזָה	kriza
קֶרִי לַיְלָה	keri layla
קְרִיקֶט	kriket
קָרִיקָטוּרָה	karikatura
קִרְיַת גַּת‎	kiryat gat
קִרְיַת שְׁמוֹנָה‎	kiryat shmona
קֹר כְּלָבִים	kor klavim
קָרַן	karan
קֶרֶן	keren
קֶרֶן	keren
קָרַע	qara
קַרְפָּד	karpad
קַרְפָּדָה	karpada
קַרְקַע	karka
קַשׁ	kash
קַשָּׁב	kashav
קֶשֶׁב	keshev
קָשֶׁה	kashe
קָשׁוּר	kashur
קִשּׁוּר	kishur
קִשּׁוּרִים	kishurim
קֹשִׁי	koshi
קָשִׁיחַ	kashiakh
קְשִׂיטָה	ksita
קָשִׁישׁ	kashish
קְשִׁישָׁה	kshisha
קַשָּׁר	kashar
קָשַׁר	kashar
קֶשֶׁר	kesher
קִשֵּׁר	kisher
קַשָּׁת	kashat
קֶשֶׁת	keshet
קְשָׁתוֹת	kshatot
קָתֶדְרָלָה	katedrala
רָאָה	raa
רֵאָה	rea
רֹאֶה	roe
רְאוּבֵן	ruven
רָאוּי	raui
רֵאוֹת	reat
רֵאוֹת	reot
רֵאוֹת	reot
רְאוֹת	rot
רְאוּת	rut
רְאָיָה	reaya
רְאִיָּה	reiya
רֵאָיוֹן	reayon
רָאִינוּ	rainu
רָאִיתִי	raiti
רְאִיתֶן	riten
רְאֵם	rem
רֹאשׁ	rosh
רֹאשׁ־הַמֶּמְשָׁלָה	rosh-hamemshala
רֹאשׁ הַשָּׁנָה	rosh-hashana
רִאשׁוֹן	rishon
רִאשׁוֹן לְצִיּוֹן	rishon ltsiyon
רִאשׁוֹנָה	rishona
רָאשֵׁי	rashei
רָאשִׁי	rashi
רָאשִׁים	rashim
רָאשֵׁי תֵבוֹת	rashei teivet
רֹאשׁ־מֶמְשָׁלָה	rosh-memshala
רֹאשָׁן	roshan
רֹאשָׁנִים	roshanim
ראש עירייה	rosh iria
רֵאַת	reat
רַב	rav
רָב	rav
רְבָבָה	rvava
רָבָה	rava
רִבּוֹן	ribon
רִבּוֹנֵי	ribonei
רִבּוֹנִי	riboni
רִבּוּעַ	ribua
רַבּוֹת	rabot
רַבִּי	rabi
רְבִיעִי	rvii
רִבִּית	ribit
רַב־מַלְאָךְ	rav-malakh
רַבֵּנוּ	rabeinu
רַבָּנִים	rabanim
רֹבַע	rova
רֹבַע	rova
רִבְעוֹן	rivon
רִבְקָה	rivka
רַבְשָׁקֵה	ravshake
רָגוּעַ	ragua
רָגִיל	ragil
רֶגֶל	regel
רַגְלָיו	raglav
רַגְלַיִךְ	raglayich
רגליך	raglcha
רַגְלֶיךָ	raglecha
רֶגַע	rega
רֹגַע	roga
רְגָעִים	rgaim
רֶגֶשׁ	regesh
רְגָשׁוֹת	rgashot
רִגְשִׁי	rigshi
רַדְיוֹ	radyo
רַהַב	rahav
רָהוּט	rahut
רִהוּט	rihut
רִהֵט	rihet
רֹהַט	rohat
רָהִיט	rahit
רְהִיטוּת	rhitut
רוֹאֶה	roe
רוֹאֵה חֶשְׁבּוֹן	roe kheshbon
רוֹבֶה	rove
רוּגַאֲטְקָה	rugatqa
רוּגַטְקָה	rugatqa
רוֹגֵעַ	rogea
רוּחַ	ruach
רוּחַ הַזְּמַן	ruach hazman
רוּחַ הַקֹּדֶשׁ	ruah haqqodes
רוּחָנִי	rukhani
רוּחָנִיּוֹת	rukhaniyot
רוּחָנִיּוּת	rukhaniyut
רוטב סויה	rotev-soya
רְוָיָה	revaya
רוֹם	rom
רוּם	rum
רוֹמָא	roma
רוֹמַם	romam
רוֹמֵם	romem
רוֹמָן	roman
רוֹמַנְיָה	romanya
רוֹמָנִית	romanit
רוֹן	ron
רוּסִי	rusi
רוּסְיָה	rusya
רוּסִית	rusit
רוֹפֵא	rofe
רוֹפְאָה	rofa
רוֹצָה	rotsa
רוֹצֶה	rotse
רוֹצִים	rotsim
רַוָּק	ravak
רַוָּק	ravaq
רוֹק	roq
רוֹקַח	rokakh
רוֹקֵחַ	rokeakh
רוֹקַחַת	rokakhat
רוּת	rut
רוֹתֵחַ	roteakh
רָזָה	raza
רָזֶה	raze
רָחָב	rachav
רְחָבָה	rchava
רְחַב יָדַיִם	rakhav yadayim
רְחוֹב	rekhov
רְחוֹבוֹת	rkhovot
רְחוֹבוֹת	rkhovot
רָחוֹק	rakhok
רָחוֹק	rakhok
רֵחַיִם	rekhayim
רָחֵל	rachel
רָחַם	rakham
רֶחֶם	rekhem  rakham
רִחֵם	rikhem
רֻחֵם	rukham
רַחֲמִים	rakhamim
רַחְמָנוּת	rakhmanut
רִחֵף	rikhef
רָחַץ	rachats
רָטֹב	ratov
רֹטֶב	rotev
רָטוּב	ratuv
רְטוּבָה	rtuva
רֶטְרוֹאַקְטִיבִי	retroactivi
רֵיחַ	reakh
רֵיחָן	rehan
רִיס	ris
רִיסִים	risim
רֵיק	reik
רֵיקָם	rekam
רַךְ	rakh
רֹךְ	rokh
רָכַב	rakhav
רֶכֶב	rechev
ר־כ־ב	r-k-b
רַכֶּבֶל	rakevel
רַכֶּבֶת	rakevet
רִכּוּז	rikuz
רְכִילוּת	rechiylut
רָם	ram
רַמָּאוּת	ramaut
רַמְבַּ״ם	rambam
רַמְבַּ״ן	ramban
רָמָה	rama
רִמָּה	rima
רִמּוֹן	rimon
רִמּוֹנָדָה	rimonada
רִמּוֹנִים	rimonim
רָמַז	ramaz
רֶמֶז	remez
רַמְזוֹר	ramzor
רַמְלָה	ramla
רֶמֶץ	remets
רָמַשׂ	ramas
רֶמֶשׂ	remes
רָמַת גַּן	ramat gan
רַן	ran
רֹן	ron
רִנָּה	rina
רִנָּה	rina
רִסֵּס	rises
רַע	ra
רֵעַ	rea
רָעַב	raav
רָעָב	raav
רָעֵב	raev
רָעַד	raad
רָעָה	raa
רֵעָה	rea
רְעוּאֵל	ruel
רֹעִי	roi
רַעֲיוֹן	raayon
רֵעֲךָ	reacha
רַעַל	raal
רַעַם	raam
רַעְמְסֵס	ramses
רַעֲנַנָּה	raanana
רַעַשׁ	raash
רָעַשׁ	raash
רַעֲשָׂן	raashan
רַעֲשָׁנִי	raashani
רָפָא	rafa
רִפֵּא	ripe
רֻפָּא	rupa
רִפֵּד	riped
רֻפַּד	rupad
רָפֶה	rafe
רְפוּאָה	rfua
רְפוּאוֹת	rfuot
רְפוּאִי	rfui
רְפוּאַת	rfuat
רֶפּוּבְּלִיקָה	republika
רִפּוּד	ripud
רַפְסוֹדָה	rafsoda
רֶפֶת	refet
רָץ	ratz
רִצֵּד	ritsed
רָצָה	ratsa
רִצָּה	ritsa
רָצוּי	ratzui
רָצוֹן	ratzon
רָצוֹן טוֹב	ratzon tov
רְצוּעָה	rtsua
רָצַח	ratzakh
רֶצַח	retzakh
רְצִינִי	rtsini
רִצְפָּה	ritspa
רַק	rak
רֹק	roq
רָקַד	rakad
רַקְדָן	rakdan
רַקְדָנִית	rakdanit
רָקוּב	rakuv
רִקּוּד	riqud
רָקֶטָה	raketa
רֶקְטוּם	rektum
רָקִיעַ	rakia
רְקִיעִים	rkiim
רָקַע	raka
רֶקַע	reka
רִקַּע	rika
רֻקַּע	ruka
רִשּׁוּת	rishut
רַשִׁ״י	rashi
רְשִׁימָה	rshima
רְשִׁימוֹת	reshimot
רְשִׁימָת	reshimat
רָשַׁם	rasham
ר־שׁ־ם	r-sh-m
רִשְׁמִי	rishmi
רָשָׁע	rasha
רֶשָׁע	resha
רִשְׁעוּת	rishut
רְשָׁעִים	rshaim
רֶשֶׁף	resheph
רֶשֶׁת	reshet
רִשֵּׁת	rishet
רַתָּךְ	ratakh
רִתֵּךְ	ritekh
רֻתַּךְ	rutakh
שֶׁ־	she-
שָׁאוּל	shaul
שְׁאוֹל	shol
שְׁאִיבַת־שֻׁמָּן	shivat-shuman
שָׁאַל	shaal
שְׁאֵלָה	shela
שַׁאנְג-חָאי	shang-khai
שָׁאַף	shaaf
שְׁאָר	shar
שָׁב	shav
שֵׁב	shev
שְׁבָבִים	shvavim
שָׁבָה	shava
שְׁבָה	shva
שָׁבוּי	shavuy
שָׁבוּעַ	shavua
שְׁבוּעָה	shvua
שָׁבוּעוֹת	shavuot
שְׁבוּעוֹת	shvuot
שְׁבוּעַיִם	shvuayim
שָׁבוּר	shavur
שֶׁבַח	shevakh
שִׁבֵּחַ	shibeakh
שֻׁבַּח	shubakh
שֵבֶט	shevet
שְׁבָט	shvat
שִׁבְטִי	shivti
שָׁבִיט	shavit
שְׁבִיל	shvil
שְׁבִיל הֶחָלָב	shvil hekhalav
שְׁבִיעִי	shvii
שֹׁבֶל	shovel
שַׁבְּלוּל	shablul
שִׁבֹּלֶת	shibolet
שִׁבֹּלֶת	shibolet, sibbolet
שִׁבֹּלֶת שׁוּעָל	shibbolet shual
שָׂבַע	sava
שֶׁבַע	sheva
שֹׂבַע	sova
שִׁבְעָה	shiva
שִׁבְעִים	shivim
שִׁבְעָתַיִם	shivatyim
שָׁבָץ	shavats
שָׁבַר	shavar
שֶׁבֶר	shever
שִׁבֵּר	shiber
שֻׁבַּר	shubar
שִׂבֵּר	siber
שְׁבָרִים	shvarim
שַׁבָּת	shabat
שָׁבַת	shavat
שֶׁבֶת	shevet
שַׁבְּתַאי	shabtai
שַׁבָּתוֹן	shabaton
שַׁבָּתוֹת	shabatot
שַׁבָּת שָׁלוֹם	shabat shalom
שְׁגִיאָה	shgia
שְׁגִיאַת כְּתִיב	shgiat ktiv
שִׁגֵּעַ	shigea
שִׁגָּעוֹן	shigaon
שִׁגֵּר	shiger
שִׁגְרָה	shigra
שַׁגְרִיר	shagrir
שַׁגְרִירוּת	shagrirut
שַׁגְרִירִים	shagririm
שָׁד	shad
שֵׁד	shed
שֹׁד	shod
שֹד	shod
שָׂדֶה	sade
שִׁדּוּר	shidur
שִׁדּוּר חוֹזֵר	shidur-khozer
שִׁדּוּרִים	shidurim
שָׁדַיִם	shadayim
שַׁדָּר	shadar
שֶׁדֶר	sheder
שִׁדְרוּג	shidrug
שְׂדֵרוֹת‎‎	sderot
שַׁדְרָן	shadran
שֶׂה	se, se
שֹׁהַם	shoham
שָׁוְא	shav
שְׁוָא	shva
שׁוֹאָה	soa
שׁוֹאוֹת	shoot
שׁוֹאַת	shoat
שׁוּב	shuv
שׁוֹדֵד	shoded
שׁוֹדֵד יָם	shodet yam
שְׁוֶדְיָה	shvedya
שָׁוֶה	shave
שִׁוּוּק	shivuk
שׂוֹחֵחַ	sokheakh
שׁוֹחֵט	shokhet
שׁוֹט	shot
שׁוֹטֶה	shote
שׁוֹטֵט	shotet
שׁוֹטֵר	shoter
שׁוֹטְרוֹת	shotrot
שׁוֹטֶרֶת	shoteret
שׁוּל	shul
שׁוּם	shum
שׂוּם	sum
שׁוֹמֵר	shomer
שׁוּמֶר	shumer
שׁוֹמְרִים	shomrim
שׁוֹמֵר שַׁבָּת	shomer shabat
שׂוֹנֵא	sone
שׁוֹנֶה	shone
שׁוּעָל	shual
שׁוּף	shuf
שׁוֹפֵט	shofet
שׁוֹפְטֵי	shoftei
שׁוֹפְטִים	shoftim
שׁוֹפְכָן	shofkhan
שׁוֹפָר	shofar
שִׁוֵּק	shivek
שׁוֹק	shok
שׁוּק	shuk
שׁוֹקוֹלָד	shokolad
שׁוֹר	shor
שׁוּרָה	shura
שׁוּרוּק	shuruk
שׁוּרוֹת	shurot
שׁוֹרַשׁ	shorash
שׁוֹרֵשׁ	shoresh
שׁוּרַת	shurat
שׁוֹשָׁן	shoshan
שׁוּשָׁן	shushan
שׁוֹשַׁנָּה	shoshana
שׁוֹשַׁנָּה	shoshana
שָׁזַף עַיִן בְּ־	shazaf ayin
שֹׁחַד	shokhad
שָׂחָה	sakha
שָׁחוּם	shachum
שְׁחוֹר	shkhor
שִׁחְזוּר	shikhzur
שְׁחִיטָה	shkhita
שְׁחִיתוּת	shkhitut
שְׁחַמְחַם	shkhamkham
שַׁחְמָט	shakhmat
שַׁחֶפֶת	shakhefet
שְׁחָקִים	shkhakim
שַׂחְקָן	sakhqan
שַׂחְקָנִים	sakhkanim
שַׂחְקָנִית	sakhkanit
שַׁחַר	shakhar
שָׁחֹר	shakhor
שַׁחֲרוּר	shakharur
שִׁחְרוּר	shikhrur
שִׁחְרוּרוֹ	shikhruro
שִׁחְרוּרִים	shikhrurim
שְׁחַרְחַר	shkharkhar
שְׁחַרְחֶרֶת	shkharkhoret
שִׁחְרֵר	shikhrer
שֻׁחְרַר	shukhrar
שָׁט	shat
שָׁטַח	shatakh
שֶׁטַח	shetakh
שִׁטֵּחַ	shiteakh
שָׁטִיחַ	shatiakh
שָׁטִיחַ אָדֹם	shatiakh adom
שָׂטָן	satan
שָׁטַף	shataf
שֶׁטֶף	shetef
שַׁי	shay
שִׂיחַ	siakh
שִׂיחָה	sikha
שִׁיטָה	shita
שַׁיָּךְ	shayakh
שִׁימּוּשׁ	shimush
שִׁימּוּשִׁים	shimushim
שִינְקֶה	shinke
שִינְקֶן	shinken
שִׁיעִי	shii
שִׁיפוֹן	shifon
שִׁיר	shir
שַׁיָּרָה	shayara
שִׁירָה	shira
שִׁירָה	shira
שִׁירוֹת	shirot
שִׁירִים	shirim
שִׁית	shit
שָׁכַב	shakhav
שְׁכוּנָה	shkhuna
שָׁכַח	shakhakh
שַׁכְחָן	shakhekhan
שַׂכִּין	sakin
שְׁכִינָה	shkhina
שֵׂכֶל	sekhel
שִׁכְלוּל	shikhlul
שָׁכַן	shakhan
שָׁכֵן	shakhen
שִׁכְנֵעַ	shichnea
שִׁכְנֵעַ	shikhnea
שׁ־כ־נ־ע	sh-k-n-
שֻׁכְנַע	shukhna
שְׁכֶנְתָּהּ	shchentah
שָׂכַר	sakhar
שָׂכָר	sakhar
שֶׂכֶר	sekher
שָׁכַר	shakhar
שֵׁכָר	shekhar
שִׁכֵּר	shiker
שִׁכְתֵּב	shikhtev
שַׁל	shal
שֶׁלְּ־	shel-
שֶׁל	shel
שְׁלָבִּים	shlabim
שָׁלָב, שְׁלָב	shalav, shlav
שֶׁלֶג	sheleg
שִׁלְגִּיָּה	shilgiya
שְׁלָגִים	shlagim
שֶׁלֶד	sheled
שֶׁלָּהּ	shelah
שִׁלֹה	shilo
שָׁלֵו	shalev
שֶׁלּוֹ	shelo
שְׂלָו	slav
שַׁלְוָה	shalva
שָׁלוֹם	shalom
שָׁלוֹם עֲלֵיכֶם	shalom aleikhem
שָׁלוֹשׁ	shalosh
שְׁלוֹשָׁה	shlosha
שְלוֹשָׁה עָשָׂר	shlosha asar
שְׁלוֹשִׁים	shloshim
שְׁלוֹשׁ עֶשְׂרֵה	shlosh esre
שָׁלַח	shalach
שֶׁלַח	shelach
שִׁלֵּחַ	shileach
שִׁלְחוֹ	shilcho
שֻׁלְחָן	shulchan
שֻׁלְחָן	shulkhan
שֻׁלְחָנוֹת	shulchanot
שַׁלְּחֵנִי	shalcheni
שְׁלָחַנִי	shlachani
שֻׁלְחָנִי	shulchani
שְׁלַחְתִּיךָ	shlachticha
שַׁלָּט	shalat
שָׁלַּט	shalat
שֶׁלֶט	shelet
שִׁלְטוֹן	shilton
שִׁלְטוֹן	shilton
שַׁלָּט רָחוֹק	shalat rakhok
שֶׁלִּי	sheli
שָׁלִיחַ	shaliakh
שְׁלִיחָה	shlikha
שְׁלִיטָה	shlita
שְׁלִילִי	shlili
שָׁלִישׁ	shalish
שְׁלִישׁ	shlish
שְׁלִישִׁי	shlishi
שֶׁלָּךְ	shelakh
שֶׁלְךָ	shelkha
שָׁלַם	shalam
שָׁלֵם	shalem
שָׁלֵם	shalem
שִׁלֵּם	shilem
שַׂלְמָה	salma
שִׁלְּמָה	shilma
שְׁלֵמָה	shlema
שְׁלֹמֹה	shlomo
שְׁלֵמוּת	shlemut
שֶׁלָּנוּ	shelanu
שַׁלְפּוּחִית	shalpukhit
שָׁלֹשׁ	shalosh
שְׁלֹשָׁה	shlosha
שִׁלְשׁוֹם	shilshom
שְׁלֹשֶׁת	shloshet
שָׂם	sam
שָׁם	sham
שָׁם	sham
שֵׁם	shem
שָׂם לֵב	sam lev
שֵׁם לְוַאי	shem levai
שֵׁם מִשְׁפָּחָה	shem mishpakha
שם משתמש	shem mishtamesh
שֵׁם עֶצֶם	shem etsem
שֵׁם פְּעֻלּה	shem-peula
שם פרטי	shem prati
שְׂמֹאל	smol
שְׂמָאלִי	smali
שָׂמוֹ	samo
שָׂמוּ	samu
שָׁמוּ	shamu
שְׁמוֹ	shmo
שְׁמוּאֵל	shmuel
שִׁמּוּן	shimun
שְׁמוֹנָה	shmona
שְׁמוֹנֶה	shmone
שְׁמוֹנִים	shmonim
שְׁמוּעָה	shmua
שִׁמּוּר	shimur
שֵׁמוֹת	shemot
שְׁמוֹת	shmot
שָׂמַח	samakh
שָׂמֵחַ	sameakh
שִׂמֵּחַ	simeakh
שִׂמְחָה	simkha
שִׂמְחָתֵנוּ	simchatenu
שְׁמִי	shmi
שְׁמִיטָה	shmita
שְׂמִיכָה	smikha
שָׁמַיִם	shamayim
שְׁמֵימִי	shmeymiy
שְׁמִינִי	shmini
שְׁמִינִי עֲצֶרֶת	shmini atseret
שְׁמִירָה	shmira
שמירטוף	shmirtuf
שְׁמִירַת	shmira
שָׂמְךָ	samcha
שִׁמְךָ	shimcha
שְׁמֵךְ	shmech
שִׂמְלָה	simla
שִׂמְלַת	simlat
שְׂמָלֹת	smalot
שָׁמַן	shaman
שָׁמֵן	shamen
שֶׁמֶן	shemen
שִׁמֵּן	shimen
שֻׁמָּן	shuman
שְׁמָנִים	shmeinim
שְׁמַנְמַן	shmanman
שַׁמֶּנֶת	shamenet
שָׁמַע	shama
שֵׁמַע	shema
שְׁמַע	shma
שִׁמְעוֹן	shimon
שִׁמְעִי	shimi
שְׁמַעְיָה	shmaya
שָׁמַעְתִּי	shamati
שַׁמְפַּנְיָה	shampania
שָׁמַר	shamar
שֶׁמֶר	shemer
שִׁמֵּר	shimer
שֻׁמַּר	shumar
שֻׁמָּר	shumar
שְׁמַרְטַף	shmartaf
שְׁמִרְטֵף	shmirtef
שְׁמֻרְטַף	shmurtaf
שִׁמְרִית	shimrit
שָׁמַרְנוּ	shamarnu
שָׁמַרְתְּ	shamart
שָׁמַרְתָּ	shamarta
שָׁמַרְתִּי	shamarti
שַׁמָּשׁ	shamash
שֶׁמֶשׁ	shemesh
שִׁמֵּשׁ	shimesh
שִׁמְשׁוֹן	shimshon
שְׁמָשׁוֹת	shmashot
שִׁמְשִׁי	shimshi
שֻׁמְשֹׁם	sumsm
שֵׁן	shen
שֵׁן בִּינָה	shen bina
שָׂנֵא	sane
שִׂנְאָה	sina
שַׁנַּאי	shanai
שֹׂנְאֵינוּ	sonenu
שָׁנָה	shana
שֵׁנָה	sheina
שִׁנָּה	shina
שֻׁנָּה	shuna
שָׁנָה טוֹבָה	shana tova
שָׂנוּא	sanu
שִׁנּוּי	shinui
שְׁנוֹרְקֶל	shnorkel
שְׁנוֹרְקֶלִים	shnorkelim
שְׁנוֹת־	shnot-
שָׁנִי	shani
שָׁנִי	shani
שֵׁנִי	sheni
שִׁנִּי	shini
שֹׁנִי	shoni
שְׁנִיָּה	shniya
שְׁנִיּוֹת	shniyot
שָׁנִים	shanim
שְׁנַיִם	shnayim
שְׁנֵים עָשָׂר	shneyim asar
שְׁנִיצֶל	shnitsel
שֵׁנִית	shenit
שִׁנְמוּךְ	shinmukh
שִׁנְעָר	shinar
שְׁנֵקֶל	shnekel
שְׁנַת־	shnat-
שָׁעָה	shaa
שָׁעוֹן	shaon
שָׁעוּן	shaun
שָׁעוֹן מְעוֹרֵר	shaon morer
שִׁעוּר	shiur
שְׂעוֹרָה	seorah
שָׂעִיר	sair
שֵׂעִיר	seir
שִׁעְמוּם	shiamum
שֵׂעָר	sear
שַׁעַר	shaar
שִׁעֵר	shier
שַׂעֲרָה	saara
שערות סבתא	searot savta
שֶׁף	shef
שָׂפָה	safa
שִׁפּוּר	shipur
שָׂפוֹת	safot
שְׁפִיכָה	shfikha
שָׁפַךְ	shafakh
שָׁפַךְ אוֹר	shafakh or
שָׁפְכָה	shofkha
שָׂפָם	safam
שָׁפַע	shafa
שֶׁפַע	shefa
שַׁפַּעַת	shapaat
שִׁפֵּר	shiper
שְׂפַת־	sfat-
שְׂפָתַיִם	sfatayim
שְׂפָתַיִם גְּדוֹלוֹת	sfatayim gdolot
שְּׂפָתַיִם קְטַנּוֹת	sfatayim ktanot
שְׂפַת תִּכְנוּת	sfat tikhnut
ש״ץ	shats
שַׂק	sak
שָׁקַד	shakad
שָׁקֵד	shaked
שָׁקוּל	shakul
שָׁקוּף	shakuf
שָׁקַט	shakat
שָׁקֵט	shaket
שֶׁקֶט	sheket
שַׂקִּים	sakim
שְׁקִיעָה	shkia
שַׂקִּית	sakit
שָׁקַל	shakal
שֶׁקֶל	shekel
שֶׁקֶל חָדָשׁ	shekel khadash
שְׁקָלִים	shkalim
שִׁקְמָה	shikma
שִׁקְמִים	shikmim
שֶׁקֶר	sheker
שִׁקֵּר	shiker
שִׁקְרֵי	shikrei
שְׁקָרִים	shkarim
שַׁקְרָן	shakran
שַׁקְרָנִים	shakranim
שַׂק שֵׁנָה	sak-sheina
שַׂר	sar
שָׁר	shar
